title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;;;;;;;;
Modelling to bridge many boundaries: the Colorado and Murray-Darling River basins;Kevin G. Wheeler,    Catherine J. Robinson,    Rosalind H. Bark;2018;https://link.springer.com/article/10.1007/s10113-018-1304-z;https://link.springer.com/content/pdf/10.1007%2Fs10113-018-1304-z.pdf;context-specific+AND+decentralized+compositio_SpringerLink.csv;SpringerLink;2;5;https://doi.org/10.1007/s10113-018-1304-z;;;;;;;;
Proceedings of the 4th World Conference on Research Integrity;Susan Patricia O’Brien,    Danny Chan,    Frederick Leung…;2016;https://link.springer.com/article/10.1186/s41073-016-0012-9;https://link.springer.com/content/pdf/10.1186%2Fs41073-016-0012-9.pdf;context-specific+AND+decentralized+compositio_SpringerLink.csv;SpringerLink;3;2;https://doi.org/10.1186/s41073-016-0012-9;;;;;;;;
Water in the Hindu Kush Himalaya;Christopher A. Scott,    Fan Zhang,    Aditi Mukherji…;2019;https://link.springer.com/chapter/10.1007/978-3-319-92288-1_8;https://link.springer.com/content/pdf/10.1007%2F978-3-319-92288-1_8.pdf;context-specific+AND+decentralized+compositio_SpringerLink.csv;SpringerLink;3;No cite count available;https://doi.org/10.1007/978-3-319-92288-1_8;;;;;;;;
State budget transfers to Health Insurance to expand coverage to people outside formal sector work in Latin America;Inke Mathauer,    Thorsten Behrendt;2017;https://link.springer.com/article/10.1186/s12913-017-2004-y;https://link.springer.com/content/pdf/10.1186%2Fs12913-017-2004-y.pdf;context-specific+AND+decentralized+compositio_SpringerLink.csv;SpringerLink;3;3;https://doi.org/10.1186/s12913-017-2004-y;;;;;;;;
Stuck Between Mainstreaming and Localism: Views on the Practice of Migrant Integration in a Devolved Policy Framework;Silvia Galandini,    Gareth Mulvey…;2018;https://link.springer.com/article/10.1007/s12134-018-0626-5;https://link.springer.com/content/pdf/10.1007%2Fs12134-018-0626-5.pdf;context-specific+AND+decentralized+compositio_SpringerLink.csv;SpringerLink;3;No cite count available;https://doi.org/10.1007/s12134-018-0626-5;;;;;;;;
Mobility; Power and International Mental Health;Yolana Pringle;2019;https://link.springer.com/chapter/10.1057/978-1-137-60095-0_6;https://link.springer.com/content/pdf/10.1057%2F978-1-137-60095-0_6.pdf;context-specific+AND+decentralized+compositio_SpringerLink.csv;SpringerLink;2;No cite count available;https://doi.org/10.1057/978-1-137-60095-0_6;;;;;;;
Principles and application of LIMS in mouse clinics;Holger Maier,    Christine Schütt,    Ralph Steinkamp,    Anja Hurt…;2015;https://link.springer.com/article/10.1007/s00335-015-9586-7;https://link.springer.com/content/pdf/10.1007%2Fs00335-015-9586-7.pdf;context-specific+AND+decentralized+compositio_SpringerLink.csv;SpringerLink;3;2;https://doi.org/10.1007/s00335-015-9586-7;;;;;;;;
Beyond 1.5 °C: vulnerabilities and adaptation strategies for Caribbean Small Island Developing States;Michelle A. Mycoo;2018;https://link.springer.com/article/10.1007/s10113-017-1248-8;https://link.springer.com/content/pdf/10.1007%2Fs10113-017-1248-8.pdf;context-specific+AND+decentralized+compositio_SpringerLink.csv;SpringerLink;2;2;https://doi.org/10.1007/s10113-017-1248-8;;;;;;;;
Increasing the Power of the Poor? NGO-led Social Accountability Initiatives and Political Capabilities in Rural Uganda;Sophie King;2015;https://link.springer.com/article/10.1057/ejdr.2014.74;https://link.springer.com/content/pdf/10.1057%2Fejdr.2014.74.pdf;context-specific+AND+decentralized+compositio_SpringerLink.csv;SpringerLink;3;5;https://doi.org/10.1057/ejdr.2014.74;;;;;;;;
Improving oxygen therapy for children and neonates in secondary hospitals in Nigeria: study protocol for a stepped-wedge cluster randomised trial;Hamish R. Graham,    Adejumoke I. Ayede,    Ayobami A. Bakare,    Oladapo B. Oyewole…;2017;https://link.springer.com/article/10.1186/s13063-017-2241-8;https://link.springer.com/content/pdf/10.1186%2Fs13063-017-2241-8.pdf;context-specific+AND+decentralized+compositio_SpringerLink.csv;SpringerLink;3;3;https://doi.org/10.1186/s13063-017-2241-8;;;;;;;;
The Bermuda Triangle: The Pragmatics; Policies; and Principles for Data Sharing in the History of the Human Genome Project;Kathryn Maxson Jones,    Rachel A. Ankeny…;2018;https://link.springer.com/article/10.1007/s10739-018-9538-7;https://link.springer.com/content/pdf/10.1007%2Fs10739-018-9538-7.pdf;context-specific+AND+decentralized+compositio_SpringerLink.csv;SpringerLink;3;No cite count available;https://doi.org/10.1007/s10739-018-9538-7;;;;;;
Resilience to climate change: from theory to practice through co-production of knowledge in Chile;Roxana Borquez,    Paulina Aldunce,    Carolina Adler;2017;https://link.springer.com/article/10.1007/s11625-016-0400-6;https://link.springer.com/content/pdf/10.1007%2Fs11625-016-0400-6.pdf;context-specific+AND+decentralized+compositio_SpringerLink.csv;SpringerLink;2;6;https://doi.org/10.1007/s11625-016-0400-6;;;;;;;;
Soil Inoculation with Bacillus spp. Modifies Root Endophytic Bacterial Diversity; Evenness; and Community Composition in a Context-Specific Manner;Kiran R. Gadhave,    Paul F. Devlin,    Andreas Ebertz,    Arabella Ross…;2018;https://link.springer.com/article/10.1007/s00248-018-1160-x;https://link.springer.com/content/pdf/10.1007%2Fs00248-018-1160-x.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;4;https://doi.org/10.1007/s00248-018-1160-x;;;;;;
Automatic; context-specific generation of Gene Ontology slims;Melissa J Davis,    Muhammad Shoaib B Sehgal,    Mark A Ragan;2010;https://link.springer.com/article/10.1186/1471-2105-11-498;https://link.springer.com/content/pdf/10.1186%2F1471-2105-11-498.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;23;https://doi.org/10.1186/1471-2105-11-498;;;;;;;
Context-specific gene regulatory networks subdivide intrinsic subtypes of breast cancer;Sara Nasser,    Heather E Cunliffe,    Michael A Black,    Seungchan Kim;2011;https://link.springer.com/article/10.1186/1471-2105-12-S2-S3;https://link.springer.com/content/pdf/10.1186%2F1471-2105-12-S2-S3.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;3;https://doi.org/10.1186/1471-2105-12-S2-S3;;;;;;;;
Deregulation upon DNA damage revealed by joint analysis of context-specific perturbation data;Ewa Szczurek,    Florian Markowetz,    Irit Gat-Viks,    Przemysław Biecek…;2011;https://link.springer.com/article/10.1186/1471-2105-12-249;https://link.springer.com/content/pdf/10.1186%2F1471-2105-12-249.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1186/1471-2105-12-249;;;;;;;;
A multi-tissue type genome-scale metabolic network for analysis of whole-body systems physiology;Aarash Bordbar,    Adam M Feist,    Renata Usaite-Black,    Joseph Woodcock…;2011;https://link.springer.com/article/10.1186/1752-0509-5-180;https://link.springer.com/content/pdf/10.1186%2F1752-0509-5-180.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;91;https://doi.org/10.1186/1752-0509-5-180;;;;;;;;
Specifying Reusable Controllers for Software Components;José M. Troya,    Antonio Vallecillo;1999;https://link.springer.com/chapter/10.1007/978-0-387-35562-7_11;https://link.springer.com/content/pdf/10.1007%2F978-0-387-35562-7_11.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;1;https://doi.org/10.1007/978-0-387-35562-7_11;;;;;;;;
Integrated metabolic modelling reveals cell-type specific epigenetic control points of the macrophage metabolic network;Maria Pires Pacheco,    Elisabeth John,    Tony Kaoma,    Merja Heinäniemi…;2015;https://link.springer.com/article/10.1186/s12864-015-1984-4;https://link.springer.com/content/pdf/10.1186%2Fs12864-015-1984-4.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;8;https://doi.org/10.1186/s12864-015-1984-4;;;;;;;;
An approach towards adaptive service composition in markets of composed services;Alexander Jungmann,    Felix Mohr;2015;https://link.springer.com/article/10.1186/s13174-015-0022-8;https://link.springer.com/content/pdf/10.1186%2Fs13174-015-0022-8.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;5;https://doi.org/10.1186/s13174-015-0022-8;;;;;;;;
Pacific biosciences sequencing technology for genotyping and variation discovery in human data;Mauricio O Carneiro,    Carsten Russ,    Michael G Ross,    Stacey B Gabriel…;2012;https://link.springer.com/article/10.1186/1471-2164-13-375;https://link.springer.com/content/pdf/10.1186%2F1471-2164-13-375.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1186/1471-2164-13-375;;;;;;;;
Composition-Effects of Context-based Learning Opportunities on Students’ Understanding of Energy;Sören Podschuweit,    Sascha Bernholt;2018;https://link.springer.com/article/10.1007/s11165-016-9585-z;https://link.springer.com/content/pdf/10.1007%2Fs11165-016-9585-z.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;3;https://doi.org/10.1007/s11165-016-9585-z;;;;;;;;
Does the gender composition of forest and fishery management groups affect resource governance and conservation outcomes: a systematic map protocol;Craig Leisher,    Gheda Temsah,    Francesca Booker,    Michael Day…;2015;https://link.springer.com/article/10.1186/s13750-015-0039-2;https://link.springer.com/content/pdf/10.1186%2Fs13750-015-0039-2.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;3;https://doi.org/10.1186/s13750-015-0039-2;;;;;;;;
How Does the Left Anterior Temporal Lobe Contribute to Conceptual Combination? Interdisciplinary Perspectives;Masha Westerlund,    Liina Pylkkänen;2017;https://link.springer.com/chapter/10.1007/978-3-319-45977-6_11;https://link.springer.com/content/pdf/10.1007%2F978-3-319-45977-6_11.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-319-45977-6_11;;;;;;;;
Conceptualizing Virtual Collaborative Work;Michael A. D’Eredita,    Michael S. Nilan;2007;https://link.springer.com/chapter/10.1007/978-0-387-73025-7_4;https://link.springer.com/content/pdf/10.1007%2F978-0-387-73025-7_4.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-0-387-73025-7_4;;;;;;;;
Reconstruction of genome-scale metabolic models for 126 human tissues using mCADRE;Yuliang Wang,    James A Eddy,    Nathan D Price;2012;https://link.springer.com/article/10.1186/1752-0509-6-153;https://link.springer.com/content/pdf/10.1186%2F1752-0509-6-153.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;113;https://doi.org/10.1186/1752-0509-6-153;;;;;;;;
A Delphi Approach to Develop Sustainable Food System Metrics;Thomas Allen,    Paolo Prosperi,    Bruce Cogill,    Martine Padilla…;2019;https://link.springer.com/article/10.1007/s11205-018-1865-8;https://link.springer.com/content/pdf/10.1007%2Fs11205-018-1865-8.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;2;https://doi.org/10.1007/s11205-018-1865-8;;;;;;;;
Contextualising Media Choice Using Genre Analysis;Dr. Kai Riemer…;2009;https://link.springer.com/article/10.1007/s12599-008-0015-2;https://link.springer.com/content/pdf/10.1007%2Fs12599-008-0015-2.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;1;https://doi.org/10.1007/s12599-008-0015-2;;;;;;;;
CytoITMprobe: a network information flow plugin for Cytoscape;Aleksandar Stojmirović,    Alexander Bliskovsky,    Yi-Kuo Yu;2012;https://link.springer.com/article/10.1186/1756-0500-5-237;https://link.springer.com/content/pdf/10.1186%2F1756-0500-5-237.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;2;https://doi.org/10.1186/1756-0500-5-237;;;;;;;;
Play it safe or play to learn: mindsets and behavioral self-regulation in kindergarten;Miriam Compagnoni,    Yves Karlen,    Katharina Maag Merki;2019;https://link.springer.com/article/10.1007/s11409-019-09190-y;https://link.springer.com/content/pdf/10.1007%2Fs11409-019-09190-y.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/s11409-019-09190-y;;;;;;;;
Ethnic Diversity; Inter-group Attitudes and Countervailing Pathways of Positive and Negative Inter-group Contact: An Analysis Across Workplaces and Neighbourhoods;James Laurence,    Katharina Schmid,    Miles Hewstone;2018;https://link.springer.com/article/10.1007/s11205-017-1570-z;https://link.springer.com/content/pdf/10.1007%2Fs11205-017-1570-z.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;3;https://doi.org/10.1007/s11205-017-1570-z;;;;;;;
On the Design of Interworking Reference Points for Information Networking;Tim Eckardt,    Christian Egelhaaf,    Peter Schoo;1999;https://link.springer.com/chapter/10.1007/978-0-387-35565-8_7;https://link.springer.com/content/pdf/10.1007%2F978-0-387-35565-8_7.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-0-387-35565-8_7;;;;;;;;
A network perspective on metabolic inconsistency;Nikolaus Sonnenschein,    José Felipe Golib Dzib,    Annick Lesne…;2012;https://link.springer.com/article/10.1186/1752-0509-6-41;https://link.springer.com/content/pdf/10.1186%2F1752-0509-6-41.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;11;https://doi.org/10.1186/1752-0509-6-41;;;;;;;;
A Service Composition Construct to Support Iterative Development;Roy Grønmo,    Michael C. Jaeger…;2007;https://link.springer.com/chapter/10.1007/978-3-540-71289-3_19;https://link.springer.com/content/pdf/10.1007%2F978-3-540-71289-3_19.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-540-71289-3_19;;;;;;;;
Descriptive study of the role of household type and household composition on women’s reproductive health outcomes in urban Uttar Pradesh; India;Ilene S Speizer,    Peter Lance,    Ravi Verma,    Aimee Benson;2015;https://link.springer.com/article/10.1186/1742-4755-12-4;https://link.springer.com/content/pdf/10.1186%2F1742-4755-12-4.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;2;https://doi.org/10.1186/1742-4755-12-4;;;;;;;
Altered social behavior and ultrasonic communication in the dystrophin-deficient mdx mouse model of Duchenne muscular dystrophy;Rubén Miranda,    Flora Nagapin,    Bruno Bozon,    Serge Laroche,    Thierry Aubin…;2015;https://link.springer.com/article/10.1186/s13229-015-0053-9;https://link.springer.com/content/pdf/10.1186%2Fs13229-015-0053-9.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;8;https://doi.org/10.1186/s13229-015-0053-9;;;;;;;;
Integrating local knowledge with tree diversity analyses to optimize on-farm tree species composition for ecosystem service delivery in coffee agroforestry systems of Uganda;Hannington Bukomeko,    Laurence Jassogne,    Susan Balaba Tumwebaze…;2019;https://link.springer.com/article/10.1007/s10457-017-0172-8;https://link.springer.com/content/pdf/10.1007%2Fs10457-017-0172-8.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;1;https://doi.org/10.1007/s10457-017-0172-8;;;;;;;;
Phytoplankton responses to temperature increases are constrained by abiotic conditions and community composition;Maren Striebel,    Stefanie Schabhüttl,    Dorothee Hodapp,    Peter Hingsamer…;2016;https://link.springer.com/article/10.1007/s00442-016-3693-3;https://link.springer.com/content/pdf/10.1007%2Fs00442-016-3693-3.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;5;https://doi.org/10.1007/s00442-016-3693-3;;;;;;;;
A place for play? The influence of the home physical environment on children’s physical activity and sedentary behaviour;Clover Maitland,    Gareth Stratton…;2013;https://link.springer.com/article/10.1186/1479-5868-10-99;https://link.springer.com/content/pdf/10.1186%2F1479-5868-10-99.pdf;context-specific+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;63;https://doi.org/10.1186/1479-5868-10-99;;;;;;;;
