Choosen;title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;nix;nix;nix;nix;;;;
;Service composition issues in pervasive computing;J Bronsted, KM Hansen… - IEEE Pervasive …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5370805/;https://ieeexplore.ieee.org/iel5/7756/5370796/05370805.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;138;No DOI available;;;;;;;;
;An adaptive agent coordination framework for Web services composition;ZZ Sun, B Li, L Li - 2007 International Conference on Machine …, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4370821/;https://ieeexplore.ieee.org/iel5/4370103/4370780/04370821.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;6;No DOI available;;;;;;;;
;A roadmap towards sustainable self-aware service systems;S Dustdar, C Dorn, F Li, L Baresi, G Cabri… - Proceedings of the …, 2010 - dl.acm.org;2010;https://dl.acm.org/citation.cfm?id=1808986;https://dsg.tuwien.ac.at/staff/fei/papers/SEAMS-Chiristoph.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;31;No DOI available;;;;;;;;
;Solar: A pervasive-computing infrastructure for context-aware mobile applications;G Chen, D Kotz - 2002 - apps.dtic.mil;2002;https://apps.dtic.mil/docs/citations/ADA440303;https://apps.dtic.mil/dtic/tr/fulltext/u2/a440303.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;76;No DOI available;;;;;;;;
;Semantic context-aware adaptation platform architecture;A Adel, S Laborie, P Roose - Procedia Computer Science, 2014 - Elsevier;2014;https://www.sciencedirect.com/science/article/pii/S1877050914007182;https://www.sciencedirect.com/science/article/pii/S1877050914007182/pdf?md5=8b3a8989c666500489b68661178d0030&pid=1-s2.0-S1877050914007182-main.pdf&_valck=1;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;6;No DOI available;;;;;;;;
;Efficient execution of service composition for content adaptation in pervasive computing;Y Fawaz, G Berhe, L Brunie, VM Scuturici… - International Journal of …, 2008 - hindawi.com;2008;https://www.hindawi.com/journals/ijdmb/2008/851628/abs/;http://downloads.hindawi.com/journals/ijdmb/2008/851628.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;20;No DOI available;;;;;;;;
;DYNAMICO: A reference model for governing control objectives and context relevance in self-adaptive software systems;NM Villegas, G Tamura, HA Müller, L Duchien… - Software Engineering for …, 2013 - Springer;2013;https://link.springer.com/chapter/10.1007/978-3-642-35813-5_11;https://hal.inria.fr/docs/00/71/33/15/PDF/control-based-reference-model-for-self-adapt.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;86;No DOI available;;;;;;;;
;Dynamic service composition in ambient intelligence environments: a multi-agent approach;M Vallée, F Ramparany… - Proceeding of the First …, 2005 - pdfs.semanticscholar.org;2005;https://pdfs.semanticscholar.org/edab/212f742b4197d8951a7a79fa81eec2e14f5e.pdf;https://pdfs.semanticscholar.org/edab/212f742b4197d8951a7a79fa81eec2e14f5e.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;40;No DOI available;;;;;;;;
;Decentralised metacognition in context-aware autonomic systems: some key challenges;C Kennedy - Workshops at the Twenty-Fourth AAAI Conference on …, 2010 - aaai.org;2010;https://www.aaai.org/ocs/index.php/WS/AAAIW10/paper/viewPaper/1994;https://www.aaai.org/ocs/index.php/WS/AAAIW10/paper/download/1994/2453;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;20;No DOI available;;;;;;;;
;A multi-agent system for dynamic service composition in ambient intelligence environments;M Vallée, F Ramparany, L Vercouter - 2005 - Citeseer;2005;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.137.5734&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.137.5734&rep=rep1&type=pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;56;No DOI available;;;;;;;;
;LOCCAM-loosely coupled context acquisition middleware;MEF Maia, A Fonteles, B Neto, R Gadelha… - Proceedings of the 28th …, 2013 - dl.acm.org;2013;https://dl.acm.org/citation.cfm?id=2480465;https://www.researchgate.net/profile/Windson_Viana/publication/261378581_A_coordination_framework_for_dynamic_adaptation_in_ubiquitous_systems_based_on_distributed_tuple_space/links/5604d72808aeb5718ff023f3.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;42;No DOI available;;;;;;;;
;An infrastructure for dynamic composition of grid services;Z Li, M Parashar - … 7th IEEE/ACM International Conference on …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/4100493/;https://www.researchgate.net/profile/Manish_Parashar/publication/221548152_An_Infrastructure_for_Dynamic_Composition_of_Grid_Services/links/0deec526657bab891c000000.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;18;No DOI available;;;;;;;;
;Context aware adaptable applications-a global approach;M Dalmau, P Roose, S Laplace - arXiv preprint arXiv:0909.2090, 2009 - arxiv.org;909;https://arxiv.org/abs/0909.2090;https://arxiv.org/pdf/0909.2090;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;25;No DOI available;;;;;;;;
;Modeling and analyzing MAPE-K feedback loops for self-adaptation;P Arcaini, E Riccobene, P Scandurra - Proceedings of the 10th …, 2015 - dl.acm.org;2015;https://dl.acm.org/citation.cfm?id=2821362;https://cs.unibg.it/scandurra/papers/seams2015_cameraReady.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;61;No DOI available;;;;;;;;
;Context-sensitive middleware for real-time software in ubiquitous computing environments;SS Yau, F Karim - … Symposium on Object-Oriented Real-Time …, 2001 - ieeexplore.ieee.org;2001;https://ieeexplore.ieee.org/abstract/document/922833/;https://ieeexplore.ieee.org/iel5/7351/19938/00922833.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;89;No DOI available;;;;;;;;
;Towards autonomic and situation-aware communication services: the cascadas vision;A Manzalini, F Zambonelli - IEEE Workshop on Distributed …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/1633473/;https://ieeexplore.ieee.org/iel5/10880/34247/01633473.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;66;No DOI available;;;;;;;;
;Decentralized checking of context inconsistency in pervasive computing environments;D Zhang, M Chen, H Huang, M Guo - The Journal of Supercomputing, 2013 - Springer;2013;https://link.springer.com/article/10.1007/s11227-011-0661-x;https://link.springer.com/content/pdf/10.1007/s11227-011-0661-x.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;17;No DOI available;;;;;;;;
;Towards decentralized self-adaptive component-based systems;L Baresi, S Guinea, G Tamburrelli - Proceedings of the 2008 …, 2008 - dl.acm.org;2008;https://dl.acm.org/citation.cfm?id=1370029;http://www.academia.edu/download/42442415/Towards_decentralized_self-adaptive_comp20160208-26582-bddtl4.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;23;No DOI available;;;;;;;;
;Self-management of context-aware overlay ambient networks;B Mathieu, M Song, A Galis, L Cheng… - 2007 10th IFIP/IEEE …, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4258595/;https://ieeexplore.ieee.org/iel5/4258513/4258514/04258595.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;28;No DOI available;;;;;;;;
;Ubiroad: Semantic middleware for context-aware smart road environments;V Terziyan, O Kaykova… - 2010 Fifth International …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5476731/;https://ieeexplore.ieee.org/iel5/5476375/5476480/05476731.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;60;No DOI available;;;;;;;;
;Towards light-weight semantic descriptions for decentralized service-oriented systems;H Pfeffer, D Linner, C Jacob, I Radusch… - International …, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4338362/;https://ieeexplore.ieee.org/iel5/4338315/4338316/04338362.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;10;No DOI available;;;;;;;;
;A component framework for context-awareness;RP Pinto, E Cardozo… - … and Mobile Computing …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4599954/;https://ieeexplore.ieee.org/iel5/4599898/4599899/04599954.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;10;No DOI available;;;;;;;;
;Programming language support to context-aware adaptation: a case-study with Erlang;C Ghezzi, M Pradella, G Salvaneschi - … of the 2010 ICSE Workshop on …, 2010 - dl.acm.org;2010;https://dl.acm.org/citation.cfm?id=1808991;http://home.deib.polimi.it/pradella/papers/context-erlang.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;30;No DOI available;;;;;;;;
;iCompose: context-aware physical user interface for application composition;O Davidyuk, E Gilman, IS Milara, J Mäkipelto… - … European Journal of …, 2011 - Springer;2011;https://link.springer.com/article/10.2478/s13537-011-0031-z;https://www.degruyter.com/downloadpdf/j/comp.2011.1.issue-4/s13537-011-0031-z/s13537-011-0031-z.xml;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;;;;;;;;
;Context-aware systems: A literature review and classification;J Hong, E Suh, SJ Kim - Expert Systems with applications, 2009 - Elsevier;2009;https://www.sciencedirect.com/science/article/pii/S0957417408007574;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.164.3897&rep=rep1&type=pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;631;No DOI available;;;;;;;;
;Designing a Decentralized Distributed Self-Adaptive System in M-Learning Activities;DG de la Iglesia - 2012 IEEE Seventh International Conference …, 2012 - ieeexplore.ieee.org;2012;https://ieeexplore.ieee.org/abstract/document/6185051/;https://ieeexplore.ieee.org/iel5/6184369/6184995/06185051.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;6;No DOI available;;;;;;;;
;Software engineering for self-adaptive systems: A second research roadmap;R De Lemos, H Giese, HA Müller, M Shaw… - Software Engineering for …, 2013 - Springer;2013;https://link.springer.com/chapter/10.1007/978-3-642-35813-5_1;http://drops.dagstuhl.de/opus/volltexte/2011/3156/pdf/report10431_3156.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;1566;No DOI available;;;;;;;;
;Web services composition: A decade's overview;QZ Sheng, X Qiao, AV Vasilakos, C Szabo, S Bourne… - Information …, 2014 - Elsevier;2014;https://www.sciencedirect.com/science/article/pii/S0020025514005428;https://cs.adelaide.edu.au/~qsheng/papers/IS-2014-2.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;326;No DOI available;;;;;;;;
;Data-centric middleware for context-aware pervasive computing;G Chen, M Li, D Kotz - Pervasive and mobile computing, 2008 - Elsevier;2008;https://www.sciencedirect.com/science/article/pii/S1574119207000636;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.367.6194&rep=rep1&type=pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;132;No DOI available;;;;;;;;
;A context-aware middleware for applications in mobile ad hoc environments;CF Sørensen, M Wu, T Sivaharan, GS Blair… - Proceedings of the 2nd …, 2004 - dl.acm.org;2004;https://dl.acm.org/citation.cfm?id=1028510;http://www.academia.edu/download/45819472/MPAC-Sorensen.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;118;No DOI available;;;;;;;;
;Supporting context-aware mobile service adaptation with scalable context discovery platform;D Zhang, CY Chin, M Gurusamy - 2005 IEEE 61st Vehicular …, 2005 - ieeexplore.ieee.org;2005;https://ieeexplore.ieee.org/abstract/document/1543869/;https://ieeexplore.ieee.org/iel5/10360/32962/01543869.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;17;No DOI available;;;;;;;;
;A decentralized self-organizing service composition for autonomic entities;I Al-Oqily, A Karmouch - … on Autonomous and Adaptive Systems (TAAS), 2011 - dl.acm.org;2011;https://dl.acm.org/citation.cfm?id=1921648;http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:eYGV3upSv0AJ:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=4943963958539395245&oi=lle;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;17;No DOI available;;;;;;;;
;Context-aware authorization in highly dynamic environments;JY Tigli, S Lavirotte, G Rey, V Hourdin… - arXiv preprint arXiv …, 2011 - arxiv.org;2011;https://arxiv.org/abs/1102.5194;https://arxiv.org/pdf/1102.5194;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;25;No DOI available;;;;;;;;
;A survey of service composition mechanisms in ubiquitous computing;J Brønsted, KM Hansen… - … on Requirements and …, 2007 - pdfs.semanticscholar.org;2007;https://pdfs.semanticscholar.org/8b28/eabd169a13a2cccf3b92e406e4ed60b88c22.pdf;https://pdfs.semanticscholar.org/8b28/eabd169a13a2cccf3b92e406e4ed60b88c22.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;39;No DOI available;;;;;;;;
;Rudder: A rule-based multi-agent infrastructure for supporting autonomic grid applications;Z Li, M Parashar - International Conference on Autonomic …, 2004 - ieeexplore.ieee.org;2004;https://ieeexplore.ieee.org/abstract/document/1301378/;https://ieeexplore.ieee.org/iel5/9121/28917/01301378.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;37;No DOI available;;;;;;;;
;A survey on context-aware mobile and wireless networking: On networking and computing environments' integration;P Makris, DN Skoutas, C Skianis - … communications surveys & …, 2013 - ieeexplore.ieee.org;2013;https://ieeexplore.ieee.org/abstract/document/6182559/;https://ieeexplore.ieee.org/iel5/9739/5451756/06182559.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;179;No DOI available;;;;;;;;
;Dynamic adaptation of service compositions with variability models;GH Alférez, V Pelechano, R Mazo, C Salinesi… - Journal of Systems and …, 2014 - Elsevier;2014;https://www.sciencedirect.com/science/article/pii/S0164121213001465;https://riunet.upv.es/bitstream/handle/10251/38951/jss14.pdf?sequence=7;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;117;No DOI available;;;;;;;;
;The role of ontologies in context-aware recommender systems;L Buriano, M Marchetti, F Carmagnola… - … on Mobile Data …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/1630616/;https://ieeexplore.ieee.org/iel5/10853/34194/01630616.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;61;No DOI available;;;;;;;;
;On patterns for decentralized control in self-adaptive systems;D Weyns, B Schmerl, V Grassi, S Malek… - Software Engineering for …, 2013 - Springer;2013;https://link.springer.com/chapter/10.1007/978-3-642-35813-5_4;https://www.ics.uci.edu/~malek/publications/2012aSefSAS.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;201;No DOI available;;;;;;;;
;Flexible middleware support for future mobile services and their context-aware adaptation;M Solarski, L Strick, K Motonaga, C Noda… - … on Intelligence in …, 2004 - Springer;2004;https://link.springer.com/chapter/10.1007/978-3-540-30179-0_26;https://link.springer.com/content/pdf/10.1007/978-3-540-30179-0_26.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;12;No DOI available;;;;;;;;
;A case study on formal verification of self-adaptive behaviors in a decentralized system;MU Iftikhar, D Weyns - arXiv preprint arXiv:1208.4635, 2012 - arxiv.org;1208;https://arxiv.org/abs/1208.4635;https://arxiv.org/pdf/1208.4635;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;60;No DOI available;;;;;;;;
;Fast and efficient context-aware services;D Raz, AT Juhola, J Serrat-Fernandez, A Galis - 2006 - books.google.com;2006;https://books.google.de/books?hl=de&lr=&id=1dLtRPRLDGsC&oi=fnd&pg=PR1&dq=context-aware+AND+decentralized+composition+AND+adapt*&ots=vp7Xtk7l3k&sig=Zo2_qFqbfZpAoSErOU_sCqSOUKc;No PDF available;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;71;No DOI available;;;;;;;;
;A breadboard architecture for pervasive context-aware services in smart spaces: middleware components and prototype applications;J Soldatos, N Dimakis, K Stamatis… - Personal and Ubiquitous …, 2007 - dl.acm.org;2007;https://dl.acm.org/citation.cfm?id=1347305;https://link.springer.com/content/pdf/10.1007/s00779-006-0102-7.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;52;No DOI available;;;;;;;;
;A survey on engineering approaches for self-adaptive systems;C Krupitzer, FM Roth, S VanSyckel, G Schiele… - Pervasive and Mobile …, 2015 - Elsevier;2015;https://www.sciencedirect.com/science/article/pii/S157411921400162X;http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:ZJ-fn3w_QLIJ:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=2545258906521892886&oi=lle;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;166;No DOI available;;;;;;;;
;Egospaces: Facilitating rapid development of context-aware mobile applications;C Julien, GC Roman - IEEE Transactions on Software …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/1642677/;https://ieeexplore.ieee.org/iel5/32/34428/01642677.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;181;No DOI available;;;;;;;;
;Spidernet: a quality-aware service composition middleware;X Gu - 2004 - ideals.illinois.edu;2004;http://www.ideals.illinois.edu/handle/2142/10912;https://www.ideals.illinois.edu/bitstream/handle/2142/10912/SpiderNet%20A%20Quality-Aware%20Service%20Composition%20Middleware.pdf?sequence=2&isAllowed=y;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;15;No DOI available;;;;;;;;
;Flexible adaptation loop for component-based soa applications;C Ruz, F Baude, B Sauvan - … International Conference on …, 2011 - hal.archives-ouvertes.fr;2011;https://hal.archives-ouvertes.fr/hal-01332318/;https://hal.archives-ouvertes.fr/hal-01332318/file/FlexibleSOA.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;17;No DOI available;;;;;;;;
;Engineering context-aware systems and applications: A survey;U Alegre, JC Augusto, T Clark - Journal of Systems and Software, 2016 - Elsevier;2016;https://www.sciencedirect.com/science/article/pii/S0164121216000467;http://eprints.mdx.ac.uk/18845/1/Engineering%20Context-Aware%20Systems%20A%20Survey.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;91;No DOI available;;;;;;;;
;Developing context aware support in mobile GIS framework;B Predic, D Stojanovic… - 9th AGILE Conference, 2006 - researchgate.net;2006;https://www.researchgate.net/profile/Bratislav_Predic/publication/228346028_Developing_Context_Aware_Support_in_Mobile_GIS_Framework/links/0912f5107c46119fa1000000/Developing-Context-Aware-Support-in-Mobile-GIS-Framework.pdf;https://www.researchgate.net/profile/Bratislav_Predic/publication/228346028_Developing_Context_Aware_Support_in_Mobile_GIS_Framework/links/0912f5107c46119fa1000000/Developing-Context-Aware-Support-in-Mobile-GIS-Framework.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;15;No DOI available;;;;;;;;
;A dynamic service composition model for adaptive systems in mobile computing environments;N Chen, S Clarke - International Conference on Service-Oriented …, 2014 - Springer;2014;https://link.springer.com/chapter/10.1007/978-3-662-45391-9_7;https://www.researchgate.net/profile/N_Chen2/publication/278704510_A_Dynamic_Service_Composition_Model_for_Adaptive_Systems_in_Mobile_Computing_Environments/links/59b0e201aca2728472cf1ffd/A-Dynamic-Service-Composition-Model-for-Adaptive-Systems-in-Mobile-Computing-Environments.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;9;No DOI available;;;;;;;;
;Harmoni: Context-aware filtering of sensor data for continuous remote health monitoring;I Mohomed, A Misra, M Ebling… - 2008 Sixth Annual IEEE …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4517401/;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.444.8611&rep=rep1&type=pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;46;No DOI available;;;;;;;;
;The decentralised coordination of self-adaptive components for autonomic distributed systems;J Dowling - 2005 - Citeseer;2005;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.391.1381&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.391.1381&rep=rep1&type=pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;59;No DOI available;;;;;;;;
;RESTful service composition at a glance: A survey;M Garriga, C Mateos, A Flores, A Cechich… - Journal of Network and …, 2016 - Elsevier;2016;https://www.sciencedirect.com/science/article/pii/S1084804515002933;http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:-O278ggM814J:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=3891890618145374396&oi=lle;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;63;No DOI available;;;;;;;;
;AWARENESS: A project on Context AWARE mobile NEtworks and ServiceS;M Wegdam - 14th Mobile & Wireless Communication Summit, 2005 - Citeseer;2005;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.121.4666&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.121.4666&rep=rep1&type=pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;40;No DOI available;;;;;;;;
;Context-aware middleware for resource management in the wireless internet;P Bellavista, A Corradi, R Montanari… - IEEE Transactions on …, 2003 - ieeexplore.ieee.org;2003;https://ieeexplore.ieee.org/abstract/document/1265523/;https://ieeexplore.ieee.org/iel5/32/28302/01265523.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;225;No DOI available;;;;;;;;
;Context-aware middleware solutions for anytime and anywhere emergency assistance to elderly people;D Bottazzi, A Corradi… - IEEE Communications …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/1632653/;https://ieeexplore.ieee.org/iel5/35/34236/01632653.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;104;No DOI available;;;;;;;;
;Toward open-world software: Issues and challenges;L Baresi, E Di Nitto, C Ghezzi - Computer, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/1707632/;https://ieeexplore.ieee.org/iel5/2/36033/01707632.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;270;No DOI available;;;;;;;;
;Autonomic management of context-aware ambient overlay networks;B Mathieu, M Song, M Brunner… - … and Networking in …, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4469492/;No PDF available;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;;;;;;;;
;Evaluating confidence in context for context-aware security;M Lacoste, G Privat, F Ramparany - European Conference on Ambient …, 2007 - Springer;2007;https://link.springer.com/chapter/10.1007/978-3-540-76652-0_13;https://www.researchgate.net/profile/Gilles_Privat/publication/220774908_Evaluating_Confidence_in_Context_for_Context-Aware_Security/links/0fcfd5033a934bcd2c000000.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;20;No DOI available;;;;;;;;
;Context adaptative systems based on Horizontal architecture for Ubiquitous Computing;N Ferry, S Lavirotte, JY Tigli, G Rey… - Proceedings of the 6th …, 2009 - dl.acm.org;2009;https://dl.acm.org/citation.cfm?id=1710045;https://hal.archives-ouvertes.fr/hal-00481783/document;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;;;;;;;;
;A context-aware multi-agent system as a middleware for ambient intelligence;A Olaru, AM Florea, AEF Seghrouchni - Mobile Networks and Applications, 2013 - Springer;2013;https://link.springer.com/article/10.1007/s11036-012-0408-9;https://link.springer.com/article/10.1007/s11036-012-0408-9;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;45;No DOI available;;;;;;;;
;Technical framework for Internetware: An architecture centric approach;F Yang, J Lü, H Mei - Science in China Series F: Information Sciences, 2008 - Springer;2008;https://link.springer.com/article/10.1007/s11432-008-0051-z;http://engine.scichina.com/doi/pdf/8166a7be836c4616a58ba718726ab6db;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;78;No DOI available;;;;;;;;
;CAR: Context-aware adaptive routing for delay-tolerant mobile networks;M Musolesi, C Mascolo - IEEE Transactions on Mobile …, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/4585387/;https://ieeexplore.ieee.org/iel5/7755/4358975/04585387.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;327;No DOI available;;;;;;;;
;A system architecture for context-aware molbil computing;WN Schilit - 1995 - sites.google.com;1995;https://sites.google.com/site/schilit/schilit-thesis.pdf;https://sites.google.com/site/schilit/schilit-thesis.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;698;No DOI available;;;;;;;;
;Situation-aware dynamic service coordination in an IoT environment;B Cheng, M Wang, S Zhao, Z Zhai, D Zhu… - IEEE/ACM Transactions …, 2017 - dl.acm.org;2017;https://dl.acm.org/citation.cfm?id=3148824;https://ieeexplore.ieee.org/iel7/90/4359146/07999224.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;16;No DOI available;;;;;;;;
;Goal-driven service composition in mobile and pervasive computing;N Chen, N Cardozo, S Clarke - IEEE Transactions on Services …, 2018 - ieeexplore.ieee.org;2018;https://ieeexplore.ieee.org/abstract/document/7416009/;https://ieeexplore.ieee.org/iel7/4629386/4629387/07416009.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;34;No DOI available;;;;;;;;
;Adaptive and fault-tolerant service composition in peer-to-peer systems;V Prinz, F Fuchs, P Ruppel, C Gerdes… - … Conference on Distributed …, 2008 - Springer;2008;https://link.springer.com/chapter/10.1007/978-3-540-68642-2_3;https://link.springer.com/content/pdf/10.1007/978-3-540-68642-2_3.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;10;No DOI available;;;;;;;;
